u_loss 	 	 f_loss 	 	 sum_loss 
2.7568e-01 	 1.6131e+00 	 1.8888e+00 
2.6821e-01 	 9.4425e-01 	 1.2125e+00 
2.6220e-01 	 4.0320e-01 	 6.6540e-01 
2.5899e-01 	 8.8268e-02 	 3.4726e-01 
2.5873e-01 	 4.9687e-03 	 2.6369e-01 
2.6076e-01 	 1.0281e-01 	 3.6356e-01 
2.6400e-01 	 2.9799e-01 	 5.6199e-01 
2.6733e-01 	 5.0340e-01 	 7.7073e-01 
2.6992e-01 	 6.5639e-01 	 9.2630e-01 
2.7136e-01 	 7.2840e-01 	 9.9976e-01 
2.7157e-01 	 7.1837e-01 	 9.8994e-01 
2.7071e-01 	 6.4154e-01 	 9.1226e-01 
2.6906e-01 	 5.2063e-01 	 7.8968e-01 
2.6693e-01 	 3.8001e-01 	 6.4693e-01 
2.6464e-01 	 2.4229e-01 	 5.0694e-01 
2.6250e-01 	 1.2616e-01 	 3.8866e-01 
2.6073e-01 	 4.5004e-02 	 3.0573e-01 
2.5949e-01 	 6.1811e-03 	 2.6567e-01 
2.5886e-01 	 1.0817e-02 	 2.6968e-01 
2.5884e-01 	 5.4235e-02 	 3.1307e-01 
2.5933e-01 	 1.2707e-01 	 3.8639e-01 
2.6019e-01 	 2.1695e-01 	 4.7714e-01 
2.6126e-01 	 3.1061e-01 	 5.7186e-01 
2.6236e-01 	 3.9578e-01 	 6.5814e-01 
2.6335e-01 	 4.6278e-01 	 7.2613e-01 
2.6412e-01 	 5.0532e-01 	 7.6944e-01 
2.6458e-01 	 5.2066e-01 	 7.8524e-01 
2.6472e-01 	 5.0925e-01 	 7.7397e-01 
2.6454e-01 	 4.7410e-01 	 7.3864e-01 
2.6407e-01 	 4.2008e-01 	 6.8416e-01 
2.6339e-01 	 3.5317e-01 	 6.1657e-01 
2.6258e-01 	 2.7982e-01 	 5.4240e-01 
2.6171e-01 	 2.0636e-01 	 4.6807e-01 
2.6087e-01 	 1.3858e-01 	 3.9945e-01 
2.6015e-01 	 8.1334e-02 	 3.4148e-01 
2.5960e-01 	 3.8300e-02 	 2.9790e-01 
2.5928e-01 	 1.1805e-02 	 2.7108e-01 
2.5921e-01 	 2.7722e-03 	 2.6198e-01 
2.5939e-01 	 1.0766e-02 	 2.7016e-01 
2.5983e-01 	 3.4124e-02 	 2.9395e-01 
2.6047e-01 	 7.0169e-02 	 3.3064e-01 
2.6128e-01 	 1.1549e-01 	 3.7678e-01 
2.6221e-01 	 1.6627e-01 	 4.2847e-01 
2.6317e-01 	 2.1856e-01 	 4.8174e-01 
2.6413e-01 	 2.6864e-01 	 5.3277e-01 
2.6501e-01 	 3.1322e-01 	 5.7824e-01 
2.6578e-01 	 3.4965e-01 	 6.1542e-01 
2.6638e-01 	 3.7599e-01 	 6.4237e-01 
2.6680e-01 	 3.9111e-01 	 6.5791e-01 
2.6700e-01 	 3.9464e-01 	 6.6164e-01 
2.6700e-01 	 3.8688e-01 	 6.5388e-01 
2.6680e-01 	 3.6876e-01 	 6.3556e-01 
2.6641e-01 	 3.4171e-01 	 6.0811e-01 
2.6585e-01 	 3.0749e-01 	 5.7334e-01 
2.6517e-01 	 2.6814e-01 	 5.3331e-01 
2.6439e-01 	 2.2581e-01 	 4.9020e-01 
2.6356e-01 	 1.8267e-01 	 4.4623e-01 
2.6271e-01 	 1.4081e-01 	 4.0351e-01 
2.6188e-01 	 1.0212e-01 	 3.6399e-01 
2.6110e-01 	 6.8261e-02 	 3.2936e-01 
2.6041e-01 	 4.0593e-02 	 3.0101e-01 
2.5984e-01 	 2.0119e-02 	 2.7996e-01 
2.5939e-01 	 7.4724e-03 	 2.6686e-01 
2.5908e-01 	 2.9049e-03 	 2.6199e-01 
2.5892e-01 	 6.2944e-03 	 2.6522e-01 
2.5890e-01 	 1.7167e-02 	 2.7607e-01 
2.5901e-01 	 3.4734e-02 	 2.9375e-01 
2.5924e-01 	 5.7941e-02 	 3.1718e-01 
2.5956e-01 	 8.5529e-02 	 3.4509e-01 
2.5995e-01 	 1.1610e-01 	 3.7605e-01 
2.6039e-01 	 1.4818e-01 	 4.0857e-01 
2.6085e-01 	 1.8032e-01 	 4.4116e-01 
2.6130e-01 	 2.1110e-01 	 4.7240e-01 
2.6172e-01 	 2.3928e-01 	 5.0100e-01 
2.6210e-01 	 2.6375e-01 	 5.2584e-01 
2.6240e-01 	 2.8362e-01 	 5.4603e-01 
2.6262e-01 	 2.9827e-01 	 5.6089e-01 
2.6276e-01 	 3.0727e-01 	 5.7003e-01 
2.6280e-01 	 3.1047e-01 	 5.7327e-01 
2.6274e-01 	 3.0795e-01 	 5.7069e-01 
2.6260e-01 	 2.9997e-01 	 5.6258e-01 
2.6238e-01 	 2.8701e-01 	 5.4939e-01 
2.6209e-01 	 2.6968e-01 	 5.3177e-01 
2.6175e-01 	 2.4871e-01 	 5.1046e-01 
2.6137e-01 	 2.2491e-01 	 4.8628e-01 
2.6097e-01 	 1.9915e-01 	 4.6012e-01 
2.6057e-01 	 1.7231e-01 	 4.3288e-01 
2.6018e-01 	 1.4527e-01 	 4.0544e-01 
2.5982e-01 	 1.1884e-01 	 3.7866e-01 
2.5950e-01 	 9.3809e-02 	 3.5331e-01 
2.5925e-01 	 7.0862e-02 	 3.3011e-01 
2.5905e-01 	 5.0597e-02 	 3.0965e-01 
2.5894e-01 	 3.3505e-02 	 2.9244e-01 
2.5890e-01 	 1.9960e-02 	 2.7886e-01 
2.5894e-01 	 1.0222e-02 	 2.6917e-01 
2.5907e-01 	 4.4261e-03 	 2.6349e-01 
2.5927e-01 	 2.5912e-03 	 2.6186e-01 
2.5953e-01 	 4.6219e-03 	 2.6415e-01 
2.5986e-01 	 1.0316e-02 	 2.7018e-01 
2.6024e-01 	 1.9377e-02 	 2.7962e-01 
2.6066e-01 	 3.1424e-02 	 2.9208e-01 
2.6110e-01 	 4.6007e-02 	 3.0711e-01 
2.6156e-01 	 6.2624e-02 	 3.2419e-01 
2.6202e-01 	 8.0739e-02 	 3.4276e-01 
2.6247e-01 	 9.9795e-02 	 3.6227e-01 
2.6290e-01 	 1.1923e-01 	 3.8213e-01 
2.6329e-01 	 1.3851e-01 	 4.0180e-01 
2.6364e-01 	 1.5712e-01 	 4.2076e-01 
2.6394e-01 	 1.7458e-01 	 4.3852e-01 
2.6418e-01 	 1.9047e-01 	 4.5465e-01 
2.6436e-01 	 2.0443e-01 	 4.6879e-01 
2.6448e-01 	 2.1617e-01 	 4.8065e-01 
