time 	 theta 	 theta_predicted 	 f_predicted
0.000 	 0.820 	 0.004 	 	 	 0.031 
0.050 	 0.801 	 0.004 	 	 	 0.027 
0.100 	 0.770 	 0.004 	 	 	 0.031 
0.150 	 0.725 	 0.004 	 	 	 0.031 
0.200 	 0.667 	 0.004 	 	 	 0.029 
0.250 	 0.594 	 0.004 	 	 	 0.030 
0.300 	 0.507 	 0.004 	 	 	 0.030 
0.350 	 0.410 	 0.004 	 	 	 0.032 
0.400 	 0.304 	 0.004 	 	 	 0.031 
0.450 	 0.196 	 0.004 	 	 	 0.027 
0.500 	 0.091 	 0.004 	 	 	 0.030 
0.550 	 -0.006 	 0.004 	 	 	 0.027 
0.600 	 -0.091 	 0.004 	 	 	 0.034 
0.650 	 -0.159 	 0.004 	 	 	 0.031 
0.700 	 -0.208 	 0.004 	 	 	 0.030 
0.750 	 -0.237 	 0.004 	 	 	 0.026 
0.800 	 -0.245 	 0.004 	 	 	 0.031 
0.850 	 -0.231 	 0.004 	 	 	 0.034 
0.900 	 -0.197 	 0.004 	 	 	 0.030 
0.950 	 -0.143 	 0.004 	 	 	 0.038 
1.000 	 -0.071 	 0.004 	 	 	 0.022 
1.050 	 0.017 	 0.004 	 	 	 0.031 
1.100 	 0.117 	 0.004 	 	 	 0.030 
1.150 	 0.223 	 0.004 	 	 	 0.032 
1.200 	 0.331 	 0.004 	 	 	 0.031 
1.250 	 0.435 	 0.004 	 	 	 0.030 
1.300 	 0.530 	 0.004 	 	 	 0.036 
1.350 	 0.613 	 0.004 	 	 	 0.030 
1.400 	 0.683 	 0.004 	 	 	 0.031 
1.450 	 0.738 	 0.004 	 	 	 0.031 
1.500 	 0.779 	 0.004 	 	 	 0.028 
1.550 	 0.807 	 0.004 	 	 	 0.034 
1.600 	 0.823 	 0.004 	 	 	 0.034 
1.650 	 0.829 	 0.004 	 	 	 0.033 
1.700 	 0.825 	 0.004 	 	 	 0.035 
1.750 	 0.810 	 0.004 	 	 	 0.035 
1.800 	 0.783 	 0.004 	 	 	 0.037 
1.850 	 0.743 	 0.004 	 	 	 0.031 
1.900 	 0.690 	 0.004 	 	 	 0.030 
1.950 	 0.623 	 0.004 	 	 	 0.026 
2.000 	 0.541 	 0.004 	 	 	 0.033 
2.050 	 0.447 	 0.004 	 	 	 0.024 
2.100 	 0.344 	 0.004 	 	 	 0.026 
2.150 	 0.236 	 0.004 	 	 	 0.030 
2.200 	 0.129 	 0.004 	 	 	 0.031 
2.250 	 0.029 	 0.004 	 	 	 0.030 
2.300 	 -0.061 	 0.004 	 	 	 0.031 
2.350 	 -0.136 	 0.004 	 	 	 0.033 
2.400 	 -0.192 	 0.004 	 	 	 0.030 
2.450 	 -0.228 	 0.004 	 	 	 0.030 
2.500 	 -0.244 	 0.004 	 	 	 0.031 
2.550 	 -0.239 	 0.004 	 	 	 0.031 
2.600 	 -0.212 	 0.004 	 	 	 0.034 
2.650 	 -0.166 	 0.004 	 	 	 0.029 
2.700 	 -0.100 	 0.004 	 	 	 0.030 
2.750 	 -0.017 	 0.004 	 	 	 0.030 
2.800 	 0.078 	 0.004 	 	 	 0.030 
2.850 	 0.183 	 0.004 	 	 	 0.031 
2.900 	 0.291 	 0.004 	 	 	 0.031 
2.950 	 0.397 	 0.004 	 	 	 0.025 
3.000 	 0.496 	 0.004 	 	 	 0.029 
3.050 	 0.584 	 0.004 	 	 	 0.030 
3.100 	 0.659 	 0.004 	 	 	 0.029 
3.150 	 0.719 	 0.004 	 	 	 0.030 
3.200 	 0.765 	 0.004 	 	 	 0.031 
3.250 	 0.798 	 0.004 	 	 	 0.031 
3.300 	 0.819 	 0.004 	 	 	 0.031 
3.350 	 0.828 	 0.004 	 	 	 0.035 
3.400 	 0.828 	 0.004 	 	 	 0.031 
3.450 	 0.816 	 0.004 	 	 	 0.028 
3.500 	 0.794 	 0.004 	 	 	 0.031 
3.550 	 0.760 	 0.004 	 	 	 0.036 
3.600 	 0.712 	 0.004 	 	 	 0.031 
3.650 	 0.649 	 0.004 	 	 	 0.023 
3.700 	 0.573 	 0.004 	 	 	 0.030 
3.750 	 0.483 	 0.004 	 	 	 0.031 
3.800 	 0.383 	 0.004 	 	 	 0.023 
3.850 	 0.277 	 0.004 	 	 	 0.031 
3.900 	 0.169 	 0.004 	 	 	 0.030 
3.950 	 0.065 	 0.004 	 	 	 0.028 
4.000 	 -0.029 	 0.004 	 	 	 0.031 
4.050 	 -0.110 	 0.004 	 	 	 0.029 
4.100 	 -0.173 	 0.004 	 	 	 0.036 
4.150 	 -0.217 	 0.004 	 	 	 0.031 
4.200 	 -0.241 	 0.004 	 	 	 0.031 
4.250 	 -0.243 	 0.004 	 	 	 0.030 
4.300 	 -0.225 	 0.004 	 	 	 0.030 
4.350 	 -0.185 	 0.004 	 	 	 0.027 
4.400 	 -0.126 	 0.004 	 	 	 0.030 
4.450 	 -0.050 	 0.004 	 	 	 0.031 
4.500 	 0.042 	 0.004 	 	 	 0.026 
4.550 	 0.144 	 0.004 	 	 	 0.029 
4.600 	 0.251 	 0.004 	 	 	 0.033 
4.650 	 0.358 	 0.004 	 	 	 0.031 
4.700 	 0.460 	 0.004 	 	 	 0.033 
4.750 	 0.553 	 0.004 	 	 	 0.031 
4.800 	 0.633 	 0.004 	 	 	 0.031 
4.850 	 0.698 	 0.004 	 	 	 0.031 
4.900 	 0.749 	 0.004 	 	 	 0.026 
4.950 	 0.787 	 0.004 	 	 	 0.034 
5.000 	 0.812 	 0.004 	 	 	 0.028 
5.050 	 0.826 	 0.004 	 	 	 0.028 
5.100 	 0.829 	 0.004 	 	 	 0.036 
5.150 	 0.822 	 0.004 	 	 	 0.037 
5.200 	 0.804 	 0.004 	 	 	 0.031 
5.250 	 0.774 	 0.004 	 	 	 0.031 
5.300 	 0.731 	 0.004 	 	 	 0.029 
5.350 	 0.674 	 0.004 	 	 	 0.031 
5.400 	 0.603 	 0.004 	 	 	 0.031 
5.450 	 0.518 	 0.004 	 	 	 0.030 
5.500 	 0.421 	 0.004 	 	 	 0.025 
5.550 	 0.317 	 0.004 	 	 	 0.026 
5.600 	 0.209 	 0.004 	 	 	 0.024 
5.650 	 0.103 	 0.004 	 	 	 0.031 
5.700 	 0.004 	 0.004 	 	 	 0.031 
5.750 	 -0.082 	 0.004 	 	 	 0.028 
5.800 	 -0.152 	 0.004 	 	 	 0.026 
5.850 	 -0.203 	 0.004 	 	 	 0.031 
5.900 	 -0.234 	 0.004 	 	 	 0.028 
5.950 	 -0.245 	 0.004 	 	 	 0.030 
6.000 	 -0.234 	 0.004 	 	 	 0.038 
6.050 	 -0.202 	 0.004 	 	 	 0.030 
6.100 	 -0.151 	 0.003 	 	 	 0.030 
6.150 	 -0.080 	 0.003 	 	 	 0.028 
6.200 	 0.006 	 0.003 	 	 	 0.031 
6.250 	 0.105 	 0.003 	 	 	 0.031 
6.300 	 0.211 	 0.003 	 	 	 0.031 
6.350 	 0.319 	 0.003 	 	 	 0.030 
6.400 	 0.423 	 0.003 	 	 	 0.030 
6.450 	 0.520 	 0.003 	 	 	 0.030 
6.500 	 0.604 	 0.003 	 	 	 0.030 
6.550 	 0.675 	 0.003 	 	 	 0.029 
6.600 	 0.732 	 0.003 	 	 	 0.034 
6.650 	 0.775 	 0.003 	 	 	 0.031 
6.700 	 0.804 	 0.003 	 	 	 0.031 
6.750 	 0.822 	 0.003 	 	 	 0.030 
6.800 	 0.829 	 0.003 	 	 	 0.030 
6.850 	 0.826 	 0.003 	 	 	 0.030 
6.900 	 0.812 	 0.003 	 	 	 0.028 
6.950 	 0.786 	 0.003 	 	 	 0.030 
7.000 	 0.749 	 0.003 	 	 	 0.029 
7.050 	 0.697 	 0.003 	 	 	 0.031 
7.100 	 0.631 	 0.003 	 	 	 0.034 
7.150 	 0.551 	 0.003 	 	 	 0.030 
7.200 	 0.458 	 0.003 	 	 	 0.030 
7.250 	 0.356 	 0.003 	 	 	 0.031 
7.300 	 0.249 	 0.003 	 	 	 0.031 
7.350 	 0.141 	 0.003 	 	 	 0.031 
7.400 	 0.040 	 0.003 	 	 	 0.031 
7.450 	 -0.051 	 0.003 	 	 	 0.031 
7.500 	 -0.128 	 0.003 	 	 	 0.029 
7.550 	 -0.186 	 0.003 	 	 	 0.025 
7.600 	 -0.225 	 0.003 	 	 	 0.031 
7.650 	 -0.243 	 0.003 	 	 	 0.024 
7.700 	 -0.241 	 0.003 	 	 	 0.030 
7.750 	 -0.217 	 0.003 	 	 	 0.030 
7.800 	 -0.172 	 0.003 	 	 	 0.030 
7.850 	 -0.108 	 0.003 	 	 	 0.030 
7.900 	 -0.028 	 0.003 	 	 	 0.025 
7.950 	 0.067 	 0.003 	 	 	 0.036 
8.000 	 0.171 	 0.003 	 	 	 0.037 
8.050 	 0.279 	 0.003 	 	 	 0.030 
8.100 	 0.385 	 0.003 	 	 	 0.031 
8.150 	 0.485 	 0.003 	 	 	 0.031 
8.200 	 0.575 	 0.003 	 	 	 0.031 
8.250 	 0.651 	 0.003 	 	 	 0.026 
8.300 	 0.713 	 0.003 	 	 	 0.037 
8.350 	 0.760 	 0.003 	 	 	 0.031 
8.400 	 0.795 	 0.003 	 	 	 0.030 
8.450 	 0.817 	 0.003 	 	 	 0.025 
8.500 	 0.828 	 0.003 	 	 	 0.023 
8.550 	 0.828 	 0.003 	 	 	 0.031 
8.600 	 0.818 	 0.003 	 	 	 0.029 
8.650 	 0.797 	 0.003 	 	 	 0.031 
8.700 	 0.764 	 0.003 	 	 	 0.023 
8.750 	 0.718 	 0.003 	 	 	 0.030 
8.800 	 0.657 	 0.003 	 	 	 0.031 
8.850 	 0.582 	 0.003 	 	 	 0.031 
8.900 	 0.494 	 0.003 	 	 	 0.030 
8.950 	 0.395 	 0.003 	 	 	 0.035 
9.000 	 0.289 	 0.003 	 	 	 0.031 
9.050 	 0.181 	 0.003 	 	 	 0.031 
9.100 	 0.077 	 0.003 	 	 	 0.035 
9.150 	 -0.019 	 0.003 	 	 	 0.026 
9.200 	 -0.101 	 0.003 	 	 	 0.033 
9.250 	 -0.167 	 0.003 	 	 	 0.029 
9.300 	 -0.213 	 0.003 	 	 	 0.027 
9.350 	 -0.239 	 0.003 	 	 	 0.031 
9.400 	 -0.244 	 0.003 	 	 	 0.030 
9.450 	 -0.228 	 0.003 	 	 	 0.031 
9.500 	 -0.191 	 0.003 	 	 	 0.031 
9.550 	 -0.134 	 0.003 	 	 	 0.031 
9.600 	 -0.060 	 0.003 	 	 	 0.031 
9.650 	 0.030 	 0.003 	 	 	 0.028 
9.700 	 0.131 	 0.003 	 	 	 0.031 
9.750 	 0.238 	 0.003 	 	 	 0.036 
9.800 	 0.346 	 0.003 	 	 	 0.032 
9.850 	 0.449 	 0.003 	 	 	 0.025 
9.900 	 0.543 	 0.003 	 	 	 0.031 
9.950 	 0.624 	 0.003 	 	 	 0.039 
10.000 	 0.691 	 0.003 	 	 	 0.030 
10.050 	 0.744 	 0.003 	 	 	 0.033 
10.100 	 0.783 	 0.003 	 	 	 0.030 
10.150 	 0.810 	 0.003 	 	 	 0.031 
10.200 	 0.825 	 0.003 	 	 	 0.031 
10.250 	 0.829 	 0.003 	 	 	 0.031 
10.300 	 0.823 	 0.003 	 	 	 0.031 
10.350 	 0.806 	 0.003 	 	 	 0.030 
10.400 	 0.778 	 0.003 	 	 	 0.027 
10.450 	 0.737 	 0.003 	 	 	 0.031 
10.500 	 0.681 	 0.003 	 	 	 0.032 
