u_loss 	 	 f_loss 	 	 sum_loss 
5.5817e-01 	 1.6179e-02 	 5.7435e-01 
5.5790e-01 	 1.5905e-02 	 5.7380e-01 
5.5751e-01 	 1.5527e-02 	 5.7304e-01 
5.5706e-01 	 1.5074e-02 	 5.7213e-01 
5.5654e-01 	 1.4566e-02 	 5.7111e-01 
5.5598e-01 	 1.4013e-02 	 5.7000e-01 
5.5539e-01 	 1.3427e-02 	 5.6882e-01 
5.5477e-01 	 1.2815e-02 	 5.6759e-01 
5.5413e-01 	 1.2184e-02 	 5.6632e-01 
5.5348e-01 	 1.1540e-02 	 5.6502e-01 
5.5282e-01 	 1.0888e-02 	 5.6371e-01 
5.5216e-01 	 1.0233e-02 	 5.6239e-01 
5.5150e-01 	 9.5797e-03 	 5.6108e-01 
5.5084e-01 	 8.9311e-03 	 5.5977e-01 
5.5019e-01 	 8.2911e-03 	 5.5848e-01 
5.4956e-01 	 7.6628e-03 	 5.5722e-01 
5.4893e-01 	 7.0491e-03 	 5.5598e-01 
5.4833e-01 	 6.4525e-03 	 5.5478e-01 
5.4774e-01 	 5.8754e-03 	 5.5362e-01 
5.4718e-01 	 5.3198e-03 	 5.5250e-01 
5.4664e-01 	 4.7875e-03 	 5.5143e-01 
5.4612e-01 	 4.2801e-03 	 5.5040e-01 
5.4563e-01 	 3.7990e-03 	 5.4943e-01 
5.4517e-01 	 3.3453e-03 	 5.4852e-01 
5.4474e-01 	 2.9201e-03 	 5.4766e-01 
5.4433e-01 	 2.5240e-03 	 5.4686e-01 
5.4396e-01 	 2.1577e-03 	 5.4612e-01 
5.4362e-01 	 1.8217e-03 	 5.4544e-01 
5.4330e-01 	 1.5161e-03 	 5.4482e-01 
5.4302e-01 	 1.2411e-03 	 5.4426e-01 
5.4277e-01 	 9.9663e-04 	 5.4376e-01 
5.4255e-01 	 7.8253e-04 	 5.4333e-01 
5.4236e-01 	 5.9849e-04 	 5.4295e-01 
5.4220e-01 	 4.4406e-04 	 5.4264e-01 
5.4206e-01 	 3.1869e-04 	 5.4238e-01 
5.4196e-01 	 2.2172e-04 	 5.4218e-01 
5.4189e-01 	 1.5241e-04 	 5.4204e-01 
5.4184e-01 	 1.0989e-04 	 5.4195e-01 
5.4182e-01 	 9.3230e-05 	 5.4191e-01 
5.4182e-01 	 1.0143e-04 	 5.4192e-01 
5.4185e-01 	 1.3340e-04 	 5.4198e-01 
5.4190e-01 	 1.8802e-04 	 5.4208e-01 
5.4197e-01 	 2.6409e-04 	 5.4223e-01 
5.4206e-01 	 3.6038e-04 	 5.4242e-01 
5.4217e-01 	 4.7562e-04 	 5.4265e-01 
5.4230e-01 	 6.0850e-04 	 5.4291e-01 
5.4245e-01 	 7.5771e-04 	 5.4321e-01 
5.4261e-01 	 9.2188e-04 	 5.4353e-01 
